12,32,4
9,81,1
4,499,3
3,65,4
27,155,3
6,196,3
5,427,2
9,488,4
46,340,3
33,358,3
1,171,4
14,163,4
3,251,1
46,128,1
31,282,0
25,229,1
18,230,3
4,486,3
31,42,1
9,284,0
7,328,1
47,291,0
40,438,4
5,262,1
47,234,0
13,185,3
25,96,0
17,299,2
43,402,1
25,114,0
2,107,1
32,428,0
49,65,2
18,214,0
21,171,2
20,68,0
48,262,3
0,458,2
8,186,0
42,384,3
5,163,3
20,335,2
2,404,2
14,157,0
24,101,4
3,435,1
29,174,2
19,493,2
7,97,4
40,276,1
19,124,0
49,414,3
41,487,0
16,163,0
19,154,4
30,390,2
7,395,0
46,499,4
19,463,0
35,71,3
8,119,0
8,466,2
18,254,0
1,495,0
12,300,2
22,244,3
33,24,0
44,1,2
28,209,4
39,337,2
36,33,4
13,479,0
24,411,0
30,79,4
19,254,0
29,190,1
12,155,3
30,241,0
1,106,4
21,15,0
27,490,4
19,30,1
1,351,3
20,432,2
17,163,3
44,8,3
15,163,1
34,237,1
20,312,4
28,112,2
18,161,1
1,337,4
38,464,4
19,488,1
23,234,2
33,378,0
24,22,2
47,358,2
3,439,3
22,115,2
10,54,4
13,193,3
43,348,3
4,202,0
0,46,4
9,442,3
46,434,4
35,168,4
37,69,0
19,188,1
6,188,1
15,296,2
49,132,4
37,293,1
18,272,3
16,354,4
23,211,1
11,212,2
3,465,3
27,428,4
29,286,1
3,38,3
25,326,0
1,420,3
32,489,3
4,250,1
0,459,4
22,241,1
41,359,4
40,378,2
49,174,1
19,239,4
18,325,1
40,462,2
3,238,2
18,226,1
20,300,4
3,316,3
2,27,0
23,94,4
9,203,0
14,227,4
42,481,0
12,134,0
34,65,2
8,63,4
44,340,1
27,222,2
48,61,1
13,103,4
10,438,0
23,378,1
49,197,2
35,38,0
11,23,1
37,65,3
38,19,2
14,122,2
40,4,3
0,176,3
36,473,4
43,183,0
19,297,2
2,331,3
21,95,2
10,318,2
23,21,2
40,342,3
13,48,4
8,134,2
1,80,3
15,146,2
30,213,1
41,322,0
2,47,2
7,408,0
14,208,2
49,301,3
17,354,4
9,297,3
20,150,2
39,61,0
1,410,4
19,120,1
11,323,1
6,444,3
6,281,1
38,160,0
47,276,4
20,53,1
20,160,4
25,129,0
7,17,1
31,191,4
32,219,0
18,369,3
41,119,2
41,376,3
48,411,2
27,221,3
42,451,2
43,281,0
19,61,3
24,496,4
43,190,2
20,297,0
7,101,3
1,208,3
5,72,3
45,288,2
6,320,0
38,295,1
9,344,2
34,390,4
49,112,0
34,355,2
16,16,3
48,310,4
47,228,2
3,270,0
40,338,0
43,352,2
21,268,0
28,295,4
47,63,1
43,492,1
47,163,1
48,96,4
48,49,3
2,275,4
7,362,0
20,84,1
48,73,4
27,19,0
38,171,0
28,289,1
46,270,1
25,7,3
48,384,1
14,209,3
48,338,4
9,317,1
35,113,4
29,472,2
40,181,2
0,6,1
20,295,2
34,18,1
20,229,4
21,345,2
44,238,3
47,105,1
6,157,3
33,462,1
10,120,3
19,318,4
0,376,0
34,227,4
48,255,1
22,416,4
26,430,3
26,28,2
11,33,0
30,37,1
26,38,1
30,322,0
46,200,3
24,204,1
21,190,4
14,410,3
19,61,2
9,398,1
29,383,2
22,481,0
12,221,1
49,295,3
14,303,3
41,30,3
22,141,1
24,362,3
10,175,2
24,421,4
26,404,1
39,326,2
19,498,1
36,326,0
35,131,0
28,294,4
43,369,1
38,483,1
1,127,4
30,1,0
11,213,3
36,260,2
23,96,2
12,257,1
15,205,0
38,432,1
4,379,1
2,364,3
12,431,2
24,269,1
43,470,4
15,463,1
16,365,2
12,170,1
48,326,4
25,476,3
30,26,2
26,378,2
46,384,2
26,469,2
2,188,4
14,405,3
15,1,4
13,325,4
20,450,2
2,445,3
18,325,4
45,80,0
26,389,3
19,269,2
34,59,1
7,249,0
11,324,0
30,298,2
2,194,3
0,225,4
11,282,4
10,447,1
21,350,3
4,56,0
22,181,2
46,61,3
21,267,0
21,77,1
13,149,0
28,270,3
7,362,3
23,231,3
23,415,2
28,338,0
5,267,2
4,290,1
19,157,0
26,168,0
18,398,3
0,38,1
24,26,4
36,490,0
8,258,1
30,273,3
43,59,2
36,132,0
28,138,4
0,449,1
48,239,1
44,33,2
3,173,1
45,296,3
34,216,4
38,450,1
23,487,2
9,359,2
37,405,3
20,257,1
19,377,3
24,106,4
36,153,0
26,306,2
19,70,3
37,88,0
32,485,2
10,459,1
26,180,4
38,492,0
45,292,1
12,442,2
0,46,2
13,265,0
35,443,2
26,302,0
6,420,4
8,418,4
28,20,1
13,414,1
9,459,0
12,52,2
27,356,4
6,118,3
7,26,3
34,314,1
31,96,4
16,407,0
35,18,4
1,492,0
11,452,1
46,74,0
18,378,2
19,123,3
0,227,4
49,37,0
2,496,0
44,319,2
47,391,0
37,95,1
13,257,4
39,493,0
0,36,1
37,431,4
10,229,4
8,195,3
46,346,3
25,280,1
4,179,4
36,198,2
4,155,2
29,388,3
40,475,0
37,102,3
27,444,3
34,56,4
22,194,3
17,333,3
4,205,3
13,207,3
35,336,3
14,486,1
26,90,1
42,333,3
48,36,1
37,82,3
19,98,1
5,369,1
4,390,1
26,417,3
15,368,2
5,414,3
26,438,0
25,452,0
19,236,4
25,130,3
43,442,2
24,411,3
46,197,2
7,309,3
45,204,1
26,400,4
6,269,1
29,440,0
21,18,1
47,284,0
1,146,2
0,426,0
14,424,3
25,29,2
12,42,2
39,220,2
43,492,0
26,235,0
3,38,3
17,347,2
22,388,3
49,177,4
4,190,3
37,39,2
33,308,3
27,154,1
49,224,2
25,21,2
36,117,2
46,4,0
21,314,0
36,275,0
49,11,0
49,318,4
28,433,4
31,466,0
31,386,2
48,89,2
48,378,3
7,433,3
30,74,4
0,125,0
2,411,2
27,434,0
2,362,3
0,457,2
48,328,3
45,211,1
23,30,3
32,239,0
24,331,3
32,162,1
7,496,1
2,109,3
46,316,3
31,262,0
5,50,0
15,355,4
39,461,0
41,404,2
41,124,4
12,475,2
24,437,2
43,150,4
18,133,1
33,380,4
4,180,2
48,416,0
22,250,4
25,416,0
35,416,2
6,491,0
29,376,4
24,85,0
1,91,0
7,20,1
36,342,2
42,418,2
8,184,3
28,244,1
33,311,2
43,218,3
48,48,4
4,256,2
49,10,4
45,477,4
34,53,4
44,23,0
31,473,1
49,99,2
19,246,0
7,328,2
21,233,0
31,202,4
21,330,4
45,143,0
39,90,4
14,233,1
32,320,3
10,372,1
25,252,1
2,93,4
37,238,2
10,43,4
49,113,1
14,286,2
2,139,1
25,218,3
13,175,3
41,454,2
45,199,4
0,336,3
44,205,3
40,34,2
14,56,2
0,30,2
11,54,4
20,113,4
2,171,0
28,133,3
25,445,3
26,137,3
43,39,3
35,110,0
9,370,4
24,149,2
7,80,1
27,293,2
0,402,0
36,336,0
1,254,2
43,170,4
27,2,1
8,353,2
13,360,4
40,401,1
42,109,3
18,57,2
17,24,0
7,140,3
17,480,0
29,234,4
8,126,1
30,91,3
26,369,2
37,474,3
22,431,4
21,143,0
20,358,4
6,432,3
42,14,0
17,394,1
2,483,2
17,378,4
10,346,1
28,55,3
5,210,3
40,304,3
12,356,2
31,130,1
22,478,4
15,228,0
21,70,4
27,174,2
45,459,4
41,241,1
18,414,0
39,43,2
25,170,2
7,99,2
33,424,0
46,179,4
3,162,1
28,398,2
22,356,2
26,452,0
24,245,4
39,5,1
11,321,4
0,154,1
32,60,2
41,400,1
25,301,1
33,228,3
24,94,1
49,32,4
28,118,0
35,66,3
44,298,4
25,333,2
45,381,1
23,13,3
45,363,0
0,205,2
38,104,0
38,51,4
36,385,2
12,143,2
18,461,0
42,71,2
0,189,3
16,44,2
42,427,4
5,147,1
41,95,1
19,367,3
19,79,3
44,376,0
9,2,4
33,59,4
18,429,3
2,294,2
47,462,2
4,407,4
1,132,1
22,459,4
46,196,1
30,350,4
45,33,3
28,279,1
47,70,0
2,438,2
38,469,2
30,405,1
6,402,3
39,470,1
32,358,2
20,433,0
34,319,1
36,37,0
49,146,4
32,480,1
12,437,2
38,279,3
31,423,3
19,144,0
32,83,4
48,68,0
24,308,4
6,455,4
37,10,1
47,324,3
18,497,4
23,233,4
18,115,1
10,316,2
41,340,1
48,268,3
4,385,4
0,12,3
40,413,0
26,53,4
5,211,0
9,67,4
17,210,4
49,383,0
24,219,3
45,309,0
41,140,0
26,85,2
0,223,0
3,496,1
6,32,4
27,5,4
39,416,3
21,430,1
37,440,0
14,162,3
34,121,0
7,65,1
1,156,2
41,438,2
7,216,0
24,64,4
8,176,3
25,403,2
1,402,2
12,50,4
46,495,3
49,462,0
30,156,1
44,463,0
31,192,2
24,349,1
40,128,0
17,361,3
29,442,4
35,337,2
45,209,4
46,251,0
0,211,0
42,381,3
47,88,1
46,372,2
45,476,4
8,107,1
48,339,2
19,26,2
9,36,1
21,200,0
2,124,0
25,163,2
10,196,3
43,186,1
44,155,2
3,1,2
47,205,3
18,196,1
3,106,3
4,245,2
22,147,3
27,327,4
44,133,4
14,52,2
1,275,3
16,150,2
3,134,2
10,383,1
33,318,0
30,475,4
32,45,3
33,261,1
20,141,3
22,442,0
4,64,1
16,175,1
39,339,3
25,45,3
2,465,3
7,447,2
43,51,4
14,441,4
30,328,3
32,145,0
23,392,0
9,279,0
37,336,0
13,428,0
29,413,1
40,436,4
18,360,1
4,425,4
9,451,0
8,277,1
39,186,4
41,241,2
4,127,3
37,190,0
42,151,4
34,157,1
23,158,0
14,59,1
40,256,1
1,231,2
45,203,3
43,399,1
41,368,2
14,307,4
41,488,3
22,493,0
15,115,0
39,56,0
22,455,3
24,362,2
7,355,4
29,497,2
4,18,2
5,158,0
17,21,4
42,395,1
49,193,2
7,423,4
31,308,2
38,180,1
15,193,2
48,80,3
