440,4402,0
238,3569,0
997,4365,2
556,1753,4
746,4138,4
178,3538,3
261,1333,0
1,385,1
392,4961,4
7,3308,1
636,4848,0
375,1316,0
997,2585,1
827,2182,2
141,624,1
677,3464,2
213,4473,4
257,2923,3
884,4806,0
936,508,2
334,1702,3
762,3364,4
664,1790,2
256,595,0
962,3935,0
155,4607,3
842,921,4
522,423,3
724,4088,3
918,4690,3
27,4527,0
426,2116,4
316,682,3
6,399,0
891,2148,0
772,4094,1
94,4343,1
104,1775,2
108,4761,4
402,1158,1
414,3058,1
968,4556,1
757,541,3
875,2689,0
270,2743,0
258,4796,0
444,3351,0
969,3325,3
215,4419,0
726,1512,3
55,4523,2
511,2804,1
223,2682,4
445,388,3
613,1319,1
717,256,2
962,2338,3
55,2361,4
879,3583,2
975,2536,3
42,3582,4
843,2325,0
548,4935,1
229,2309,4
143,4299,1
193,1229,2
529,4869,0
699,2738,2
806,1418,0
529,1587,4
716,4015,1
625,655,2
909,651,3
860,3686,1
536,3927,4
925,3115,4
920,3024,2
279,1349,3
250,622,1
949,594,3
502,2140,0
634,3259,4
724,2901,1
4,3576,1
61,895,2
792,4836,0
665,2530,2
64,1937,2
201,110,4
187,3836,4
199,2473,2
191,2209,0
291,3901,0
95,840,0
900,1027,3
328,431,2
507,3743,0
210,1137,3
521,2382,2
129,4334,4
425,1186,2
209,4754,3
225,1129,2
806,2682,0
11,2601,4
449,4648,1
271,673,1
526,3346,3
370,1752,2
104,3962,3
211,12,0
832,4295,1
949,2862,4
789,1695,2
138,2580,3
140,3129,2
358,385,0
367,2952,2
982,4840,3
282,2977,0
915,4209,1
255,2590,0
887,1513,4
317,2283,3
471,201,1
390,3931,1
795,1235,4
275,1991,0
523,1822,0
310,4024,2
381,4450,0
133,3261,2
581,4066,2
640,563,0
484,4245,1
769,3488,4
133,2142,2
405,4524,4
577,4771,0
578,1050,3
725,409,4
889,4689,1
86,3851,0
655,2100,0
853,106,2
500,3802,4
291,2736,3
727,4829,1
236,4979,1
661,3159,4
992,4452,2
187,2931,2
312,2688,4
983,2873,0
27,1247,1
114,2375,1
324,3361,2
894,4273,1
746,805,4
305,3478,3
433,640,2
67,961,4
192,4025,3
743,4621,2
284,2926,0
290,1358,3
703,1947,1
293,293,0
79,2128,1
107,4787,3
108,434,2
26,2705,0
534,4402,2
5,3730,3
177,3507,3
768,3414,3
427,2973,3
576,47,1
194,3693,1
566,2344,1
986,3129,4
987,4940,1
489,3749,3
470,4541,2
32,3979,3
853,2226,2
336,2606,4
429,1723,3
957,2840,1
406,3255,1
503,2861,4
630,562,1
402,1703,4
496,902,0
564,1357,3
361,4811,1
840,1963,2
791,2064,2
536,2956,4
737,4428,2
44,1520,1
5,2470,4
71,3360,4
377,4136,1
585,321,1
233,2679,3
926,3482,4
372,56,4
191,2142,3
545,776,3
19,3511,2
649,1779,0
643,3657,3
375,2442,4
193,4300,3
629,3627,3
239,2513,0
227,4314,4
15,4189,3
123,4733,0
386,494,0
60,3880,0
174,2081,2
368,710,4
827,4897,4
527,3734,4
220,2886,1
888,1825,1
863,6,1
803,3203,4
605,3009,4
822,4698,0
712,3321,1
777,646,0
422,3095,2
81,1977,3
904,306,2
114,4253,3
420,4889,3
82,4676,3
472,4751,4
463,962,2
65,90,2
565,1150,4
645,4402,0
873,2709,0
91,4050,0
679,4233,0
460,474,4
469,4024,3
913,590,1
80,3988,2
375,3933,4
592,4887,2
606,1628,4
971,1188,1
827,2710,1
708,1942,3
571,250,4
144,4142,3
878,502,1
197,3972,4
6,2341,0
791,1129,1
834,3921,4
889,3177,4
358,2377,3
182,2299,1
156,3994,1
365,1008,1
827,1081,0
892,4539,1
488,4996,0
753,2825,4
463,2679,0
398,933,3
773,4130,0
332,3265,4
990,286,1
36,3180,0
419,2249,4
228,2235,4
879,1883,1
106,2103,1
244,4260,4
365,1458,3
704,3325,2
904,383,4
598,492,2
680,4022,0
758,2402,0
526,971,2
597,3709,2
37,1596,3
829,2385,4
962,3017,1
95,3685,2
243,2224,1
468,4287,2
685,2817,2
671,1378,4
284,2517,3
466,2094,0
458,3080,0
821,1345,2
820,2831,4
112,4703,0
332,4338,1
119,4783,0
980,208,1
816,845,4
970,2918,2
932,1254,3
581,3253,0
700,797,2
932,2207,4
486,142,4
353,4946,4
846,776,4
448,617,3
39,4076,2
69,2354,0
948,3167,2
315,4443,2
426,1825,4
219,4689,3
669,3204,2
90,2892,2
394,3634,3
7,3596,2
885,3887,3
633,3114,1
770,1932,2
448,4046,3
828,638,2
60,2331,2
259,1033,2
45,3820,4
75,3487,3
622,785,4
986,4577,1
453,2785,0
954,1912,2
525,184,3
615,620,2
261,2219,1
792,2473,1
331,4741,3
969,550,3
95,3010,2
722,1318,0
845,4517,2
920,1694,3
524,1963,2
57,4460,4
734,2719,3
148,4404,2
559,2196,4
547,1959,3
69,802,4
418,1291,4
579,4098,3
443,3934,1
179,3285,4
159,2888,2
151,1163,0
506,2161,0
398,4088,4
655,1843,3
243,3115,2
229,698,0
110,732,0
513,4930,1
428,4865,3
321,4418,3
178,837,2
458,2024,0
200,3910,3
715,4491,1
310,813,0
142,1849,3
563,4637,1
845,3120,2
799,2394,3
56,3614,4
158,2818,4
49,2405,3
751,1294,1
452,1477,2
97,3217,1
539,943,4
862,1483,0
884,591,2
305,3962,1
680,2624,4
83,1065,2
840,1031,3
470,734,2
847,1428,4
31,3950,0
70,1745,2
484,2263,0
406,1105,1
174,464,2
777,1495,4
92,1942,3
642,4864,3
245,1605,3
241,3555,0
691,1639,3
288,1330,1
177,1766,2
703,2399,3
513,4003,4
355,51,1
253,3388,3
31,1885,1
47,3998,3
69,2055,3
578,4016,3
464,2363,0
995,3618,1
992,3175,1
817,391,1
731,704,1
13,4511,1
406,2719,1
227,3215,4
912,2257,1
355,4745,1
78,101,3
893,1973,3
136,4326,1
215,3567,2
146,2230,0
722,2300,2
740,2290,0
51,2195,2
201,2776,1
821,4490,2
714,2514,0
898,4457,4
474,2476,2
470,3688,0
251,2636,4
362,3395,1
81,87,4
834,4613,2
533,2767,4
185,1201,0
537,98,4
579,3205,3
210,337,3
575,367,4
23,2866,1
892,3497,4
54,3558,2
138,806,4
645,2845,0
358,3477,2
665,542,0
67,1529,3
976,4936,0
407,4364,3
699,1330,0
49,4957,3
909,4305,2
743,4694,0
563,1289,3
903,3779,1
636,3040,2
664,2876,3
329,1711,0
456,884,2
310,1870,0
934,459,0
264,2217,1
385,3645,3
762,3281,0
74,3656,3
883,4065,4
180,2076,4
757,2357,4
984,2779,3
259,3252,1
321,3344,2
519,1975,1
113,2169,1
310,4228,0
273,2734,3
495,1303,2
545,2677,3
105,2342,3
663,4662,2
463,912,1
343,1543,4
364,2746,2
236,1850,4
60,2765,4
842,3909,2
360,301,2
506,2273,4
294,3810,2
605,4380,3
649,4803,3
431,3757,0
199,1230,1
691,2368,0
417,3981,3
986,1361,2
988,3019,3
674,4089,0
500,4011,3
486,1449,3
862,2581,4
513,2659,2
848,2174,3
242,3248,0
683,1597,1
78,4836,0
167,3775,3
783,409,4
786,2282,3
914,2552,4
654,2386,2
631,3202,0
924,3632,0
155,1992,1
74,546,4
674,4460,3
618,995,4
925,4646,3
594,3918,4
637,1514,3
939,3391,1
797,1779,1
628,4000,2
454,1389,3
307,2610,3
592,535,2
328,3441,4
32,4938,1
239,4710,4
436,4172,3
865,4932,2
619,290,1
436,2379,4
386,1021,2
685,2884,3
427,475,3
899,2143,3
969,366,3
896,4114,2
947,4692,0
499,1221,0
952,3420,2
302,4314,4
16,84,4
395,2071,1
270,3541,2
380,441,1
597,3552,0
699,695,3
848,665,1
714,3579,3
295,1829,1
367,4558,4
118,4067,4
876,1781,2
372,4190,0
358,1664,3
370,1235,0
576,2737,1
718,1334,1
429,2278,2
928,4549,3
106,1817,0
232,3295,4
720,3858,0
871,2034,3
614,2946,4
20,333,4
573,3589,4
767,758,0
554,2157,2
336,4973,4
835,4827,4
168,487,3
924,140,4
378,2709,3
581,4339,3
249,1059,2
408,1225,3
582,1684,2
644,279,0
755,4931,4
794,282,3
44,4548,4
322,4528,4
813,4176,2
546,395,4
156,4484,2
87,4456,3
633,4220,0
435,3069,4
97,4594,2
801,284,2
115,837,2
760,1381,1
668,2506,0
652,1684,1
373,4444,0
793,4652,0
593,2110,4
927,4353,4
337,2736,1
580,442,2
193,1116,0
383,204,4
392,480,1
249,166,3
559,4802,0
923,1933,3
892,4263,1
153,4111,0
971,882,0
923,2138,4
228,508,4
140,3448,2
469,4554,0
762,3908,4
38,312,1
131,2390,3
8,659,3
15,2945,4
907,3209,1
926,2878,1
1,1024,4
261,4497,4
802,3966,4
181,2872,4
402,3341,3
854,2154,0
861,4310,0
752,1921,3
943,1056,4
236,298,1
596,1452,3
796,1070,3
201,712,0
880,3316,3
637,4219,1
797,3175,0
702,3578,0
148,1341,4
586,3024,2
692,4983,1
934,1829,4
84,4455,4
341,4340,3
881,3241,4
569,790,2
939,3885,4
331,892,1
64,3604,0
585,80,3
350,876,4
532,4889,3
655,2798,3
563,3323,0
471,630,0
613,4002,0
212,1842,3
875,3914,2
404,2621,1
424,141,1
296,1104,2
934,4488,2
34,3452,0
793,2817,1
371,783,3
730,1980,3
287,1866,0
272,425,1
76,2362,0
474,2429,1
353,2320,2
409,4642,1
297,201,3
876,1452,1
792,3858,4
619,1039,2
650,3108,2
249,143,0
745,4018,0
749,2435,3
957,652,4
903,730,0
740,1429,4
706,1794,1
965,4950,3
895,2780,1
836,1521,2
51,4937,2
134,2116,0
374,2741,0
963,3819,1
239,864,1
703,798,3
325,4492,3
675,3232,0
622,4463,3
110,529,2
435,3603,2
156,973,0
17,4532,3
790,2669,2
803,2297,4
423,3824,2
61,1739,1
134,3984,3
663,825,3
520,2739,2
802,993,3
370,3228,4
999,1899,2
345,2513,2
913,4544,0
683,573,0
148,3564,4
541,2820,4
175,1945,4
317,398,2
848,99,2
717,4290,3
707,4840,1
546,2689,4
2,354,2
226,2567,4
219,3398,2
32,3183,4
337,1960,2
750,1766,4
721,3943,2
720,3349,1
972,1235,2
165,1837,3
475,1030,3
619,2558,0
980,1106,3
604,2344,0
845,3324,4
0,1372,0
136,3365,1
743,1644,2
987,3507,2
944,2737,4
720,719,1
211,2154,2
529,2165,3
878,1466,3
241,953,1
227,2847,3
226,528,2
825,4080,1
645,3999,0
104,4493,3
75,4672,1
845,1140,1
182,570,1
250,115,3
852,694,3
393,2296,4
361,146,1
388,3557,2
764,1715,3
347,4975,0
243,529,2
903,4716,1
418,3668,2
640,4656,3
979,1010,2
805,678,1
120,3187,2
602,1529,0
259,4326,3
247,2237,2
529,170,3
624,3971,2
991,2978,0
760,2494,4
99,2791,4
115,2675,4
999,1698,4
837,4972,1
74,2156,0
283,847,2
833,4760,0
610,1977,2
220,1840,2
745,753,0
523,4096,0
1,3374,0
48,4531,3
823,3900,1
347,544,3
555,972,4
459,2299,1
803,4930,1
369,1672,3
2,2987,1
156,427,0
879,2434,2
364,4655,2
512,1730,2
954,3227,4
810,4815,1
963,3623,2
556,3348,3
722,617,2
23,4988,2
159,2263,3
152,3973,2
199,3285,2
239,715,2
49,765,4
82,506,4
136,2701,1
506,4231,3
678,698,0
378,4712,0
354,3402,4
841,964,1
531,561,3
299,1848,2
37,668,3
260,578,0
825,1818,3
930,1964,3
749,3604,2
68,3112,4
556,2950,0
0,2609,3
171,4040,4
698,3661,3
996,4920,1
221,3574,0
103,786,2
286,1519,3
404,1634,1
227,148,1
402,986,3
786,407,4
757,882,4
583,891,2
809,716,0
692,3212,4
527,2641,4
254,2260,3
16,1661,0
639,4293,4
658,4221,4
13,271,0
112,230,4
386,4377,4
91,3455,4
846,1380,4
786,1195,3
959,4194,2
922,3536,1
285,4127,0
807,4708,1
587,868,4
645,4959,1
651,3590,0
172,1292,0
505,3379,0
708,3410,1
311,2077,1
610,2764,3
574,4722,0
149,4721,2
694,1355,3
558,3109,4
474,2599,0
195,4480,2
257,4667,1
139,3650,3
274,4414,1
838,4210,4
417,3496,0
653,1397,0
234,874,1
168,396,0
714,3630,4
116,3911,2
887,3888,4
680,1613,4
207,687,3
306,3055,0
585,3221,4
890,3014,3
617,4227,0
978,3905,4
859,4745,4
679,4719,2
699,3368,4
259,2167,0
830,865,0
349,463,0
677,1902,2
822,4156,2
444,2200,1
475,1178,4
886,1120,0
899,4940,0
409,292,4
289,2167,4
715,3046,4
590,4309,2
204,3127,2
462,4609,3
538,3777,3
538,4430,1
526,4752,4
856,3475,4
88,3187,2
523,672,3
203,2120,0
854,424,0
623,2284,0
336,4194,0
986,4236,3
629,1222,4
84,310,4
37,3688,1
521,3938,4
692,3032,2
593,4061,0
144,2669,4
779,1910,1
153,4935,2
438,3310,0
551,2588,0
489,3218,0
898,1961,0
839,824,1
870,3699,4
840,1842,1
979,1507,0
65,1854,2
224,4968,1
9,866,0
19,3340,3
164,3225,4
96,2301,2
943,4758,2
516,4309,4
289,1281,4
111,1929,2
242,304,1
563,3644,3
132,1974,1
176,1433,3
478,2335,3
834,3679,3
902,2719,4
218,4737,0
830,2032,1
673,3539,4
101,1811,2
47,2122,3
856,4905,0
553,3399,0
69,3925,3
823,3651,0
452,3389,3
351,4707,1
926,3622,1
659,2834,2
633,1503,3
944,4942,4
174,2941,1
26,2050,1
756,2249,3
58,3073,2
845,3661,1
198,4658,2
487,3296,4
477,263,1
682,2768,3
455,2387,0
98,534,0
43,4002,2
471,1256,4
405,2767,1
897,2323,2
779,1867,2
700,864,3
683,341,1
252,1948,2
827,2075,1
121,1617,3
847,4042,2
796,4836,0
376,1947,4
608,79,4
275,4663,0
319,2116,3
135,1853,3
121,4452,2
325,2634,0
574,2888,4
930,2102,0
670,1554,2
542,3997,2
449,1692,4
957,3102,3
1,3274,2
756,1066,1
812,508,1
370,3064,1
361,4482,1
169,378,1
738,425,1
334,246,0
387,365,4
545,460,2
505,490,3
53,1642,3
690,4317,3
768,580,4
656,1838,1
626,3626,3
254,1178,3
717,3827,2
812,2366,4
76,2807,4
743,4954,4
731,2998,0
545,4053,2
52,734,0
37,1982,1
937,1072,1
470,224,3
279,2395,0
265,4417,3
813,3650,1
188,4745,3
589,2336,1
32,2059,2
515,4566,1
423,611,2
812,218,0
13,3707,4
516,1914,3
610,2695,3
894,2459,4
411,404,4
304,2409,2
145,517,0
803,4644,3
587,1491,3
995,1208,3
572,3861,0
635,1344,1
608,201,2
168,4878,2
21,4835,3
60,883,0
426,4876,0
530,3930,4
318,11,1
575,2240,2
510,4119,3
816,702,2
475,818,1
365,1747,4
292,940,0
539,4961,3
661,1740,3
974,2147,0
984,2999,3
186,1056,0
277,3430,0
680,987,3
129,521,4
549,3497,2
725,2481,2
758,4900,0
537,4550,1
697,3033,0
433,1108,2
790,1249,1
720,4152,3
987,4313,1
25,651,0
718,4369,0
677,2565,3
136,851,0
334,3438,2
184,3515,4
759,1860,2
598,3825,2
169,1349,4
913,776,4
883,4420,0
10,3009,0
958,1509,1
207,4367,3
454,3492,2
710,2834,2
22,2974,1
657,1668,3
65,4720,0
855,3359,0
194,568,1
829,4575,0
952,408,2
856,620,0
55,2083,2
96,173,3
249,2200,0
45,1770,4
